IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TGO,Togo,Year,2016,TRUE,Residence Area Type,Urban,URB,46.08,31.06,69.99,46.08 [31.06 – 69.99],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,TRUE,Residence Area Type,Urban,URB,46.37,25.18,92.78,46.37 [25.18 – 92.78],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,TRUE,Residence Area Type,Urban,URB,46.47,25.83,102,46.47 [25.83 – 102],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,TRUE,Residence Area Type,Rural,RUR,46.76,36.31,67.84,46.76 [36.31 – 67.84],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,NGA,Nigeria,Year,2016,TRUE,Residence Area Type,Urban,URB,47.11,40.03,87.24,47.11 [40.03 – 87.24],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,CHN,China,Year,2016,TRUE,Residence Area Type,Urban,URB,48.77,48.21,52.76,48.77 [48.21 – 52.76],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,TRUE,Residence Area Type,Total,TOTL,49.23,32.11,87.85,49.23 [32.11 – 87.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Residence Area Type,Rural,RUR,5.15,4.84,5.68,5.15 [4.84 – 5.68],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,FIN,Finland,Year,2016,TRUE,Residence Area Type,Rural,RUR,5.33,4.91,5.72,5.33 [4.91 – 5.72],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,EST,Estonia,Year,2016,TRUE,Residence Area Type,Rural,RUR,5.73,4.99,6.92,5.73 [4.99 – 6.92],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Residence Area Type,Total,TOTL,5.73,5.6,6.28,5.73 [5.6 – 6.28],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,FIN,Finland,Year,2016,TRUE,Residence Area Type,Total,TOTL,5.75,5.42,6.08,5.75 [5.42 – 6.08],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISL,Iceland,Year,2016,TRUE,Residence Area Type,Total,TOTL,5.81,5.53,7.11,5.81 [5.53 – 7.11],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISL,Iceland,Year,2016,TRUE,Residence Area Type,Rural,RUR,5.81,5.58,7.41,5.81 [5.58 – 7.41],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISL,Iceland,Year,2016,TRUE,Residence Area Type,Urban,URB,5.82,5.1,6.71,5.82 [5.1 – 6.71],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,TRUE,Residence Area Type,Rural,RUR,50.31,32.83,89.34,50.31 [32.83 – 89.34],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Residence Area Type,Rural,RUR,51.65,34.31,83.79,51.65 [34.31 – 83.79],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,LBR,Liberia,Year,2016,TRUE,Residence Area Type,Urban,URB,52.03,30.9,89.39,52.03 [30.9 – 89.39],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,LBR,Liberia,Year,2016,TRUE,Residence Area Type,Total,TOTL,52.28,31.35,90.87,52.28 [31.35 – 90.87],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,LBR,Liberia,Year,2016,TRUE,Residence Area Type,Rural,RUR,52.47,30.06,93.61,52.47 [30.06 – 93.61],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,TRUE,Residence Area Type,Rural,RUR,52.84,29.23,94.73,52.84 [29.23 – 94.73],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GIN,Guinea,Year,2016,TRUE,Residence Area Type,Rural,RUR,53.12,29.79,100.6,53.12 [29.79 – 100.6],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,TRUE,Residence Area Type,Rural,RUR,53.26,29.65,91.44,53.26 [29.65 – 91.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GIN,Guinea,Year,2016,TRUE,Residence Area Type,Total,TOTL,53.32,29.88,99.82,53.32 [29.88 – 99.82],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,TRUE,Residence Area Type,Rural,RUR,53.76,27.94,98.45,53.76 [27.94 – 98.45],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GIN,Guinea,Year,2016,TRUE,Residence Area Type,Urban,URB,53.8,28.63,108.1,53.8 [28.63 – 108.1],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,TRUE,Residence Area Type,Rural,RUR,54.18,42.84,78.63,54.18 [42.84 – 78.63],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,TRUE,Residence Area Type,Urban,URB,54.22,27.41,113.6,54.22 [27.41 – 113.6],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,TRUE,Residence Area Type,Total,TOTL,54.28,29.84,95.3,54.28 [29.84 – 95.3],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,TRUE,Residence Area Type,Total,TOTL,54.43,28.6,97.17,54.43 [28.6 – 97.17],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Residence Area Type,Total,TOTL,54.5,37.42,86.41,54.5 [37.42 – 86.41],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,TRUE,Residence Area Type,Urban,URB,55.02,28.75,95.04,55.02 [28.75 – 95.04],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,TRUE,Residence Area Type,Total,TOTL,55.14,31.15,93.7,55.14 [31.15 – 93.7],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,TRUE,Residence Area Type,Total,TOTL,55.42,42.91,79.18,55.42 [42.91 – 79.18],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GHA,Ghana,Year,2016,TRUE,Residence Area Type,Urban,URB,55.62,37.43,88.15,55.62 [37.43 – 88.15],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,TRUE,Residence Area Type,Total,TOTL,55.96,31.32,106.4,55.96 [31.32 – 106.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,TRUE,Residence Area Type,Urban,URB,56.02,29.72,99.87,56.02 [29.72 – 99.87],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,TRUE,Residence Area Type,Rural,RUR,56.18,44.25,78.89,56.18 [44.25 – 78.89],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,TRUE,Residence Area Type,Urban,URB,56.39,42.15,79.77,56.39 [42.15 – 79.77],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,TRUE,Residence Area Type,Rural,RUR,56.48,32.42,106.2,56.48 [32.42 – 106.2],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,TRUE,Residence Area Type,Rural,RUR,56.52,44.92,70.61,56.52 [44.92 – 70.61],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,TRUE,Residence Area Type,Rural,RUR,56.71,32.67,100.5,56.71 [32.67 – 100.5],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GMB,Gambia,Year,2016,TRUE,Residence Area Type,Rural,RUR,56.73,29.53,102.1,56.73 [29.53 – 102.1],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,TRUE,Residence Area Type,Total,TOTL,57.65,33.86,97.85,57.65 [33.86 – 97.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GMB,Gambia,Year,2016,TRUE,Residence Area Type,Total,TOTL,57.74,31.85,96.64,57.74 [31.85 – 96.64],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GMB,Gambia,Year,2016,TRUE,Residence Area Type,Urban,URB,58.43,33.28,95.76,58.43 [33.28 – 95.76],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,TRUE,Residence Area Type,Urban,URB,58.47,35.12,94.32,58.47 [35.12 – 94.32],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,TRUE,Residence Area Type,Rural,RUR,58.62,48.22,78.12,58.62 [48.22 – 78.12],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,TRUE,Residence Area Type,Rural,RUR,58.69,49.58,71.49,58.69 [49.58 – 71.49],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,TRUE,Residence Area Type,Total,TOTL,58.76,46.89,77.04,58.76 [46.89 – 77.04],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SEN,Senegal,Year,2016,TRUE,Residence Area Type,Rural,RUR,59.77,36.29,101.3,59.77 [36.29 – 101.3],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SEN,Senegal,Year,2016,TRUE,Residence Area Type,Urban,URB,59.77,39.94,87.12,59.77 [39.94 – 87.12],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SEN,Senegal,Year,2016,TRUE,Residence Area Type,Total,TOTL,59.78,37.3,93.76,59.78 [37.3 – 93.76],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,TRUE,Residence Area Type,Urban,URB,59.97,43.86,80.62,59.97 [43.86 – 80.62],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SWE,Sweden,Year,2016,TRUE,Residence Area Type,Urban,URB,6.03,6,6.71,6.03 [6 – 6.71],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,NOR,Norway,Year,2016,TRUE,Residence Area Type,Rural,RUR,6.17,5.8,6.76,6.17 [5.8 – 6.76],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,AUS,Australia,Year,2016,TRUE,Residence Area Type,Rural,RUR,6.21,5.59,7.61,6.21 [5.59 – 7.61],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,TRUE,Residence Area Type,Rural,RUR,6.32,5.81,7.33,6.32 [5.81 – 7.33],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,USA,United States of America,Year,2016,TRUE,Residence Area Type,Rural,RUR,6.36,6.13,6.39,6.36 [6.13 – 6.39],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,EST,Estonia,Year,2016,TRUE,Residence Area Type,Total,TOTL,6.41,5.85,7.26,6.41 [5.85 – 7.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CAN,Canada,Year,2016,TRUE,Residence Area Type,Total,TOTL,6.41,6.19,6.61,6.41 [6.19 – 6.61],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,FIN,Finland,Year,2016,TRUE,Residence Area Type,Urban,URB,6.48,6.11,6.89,6.48 [6.11 – 6.89],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,TRUE,Residence Area Type,Total,TOTL,6.65,6.2,7.52,6.65 [6.2 – 7.52],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CAN,Canada,Year,2016,TRUE,Residence Area Type,Urban,URB,6.69,6.48,6.96,6.69 [6.48 – 6.96],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,TRUE,Residence Area Type,Urban,URB,6.72,6.31,7.63,6.72 [6.31 – 7.63],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,EST,Estonia,Year,2016,TRUE,Residence Area Type,Urban,URB,6.73,6.14,7.54,6.73 [6.14 – 7.54],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,NOR,Norway,Year,2016,TRUE,Residence Area Type,Total,TOTL,6.82,6.34,7.26,6.82 [6.34 – 7.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,TRUE,Residence Area Type,Total,TOTL,60.11,49.34,79.21,60.11 [49.34 – 79.21],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IND,India,Year,2016,TRUE,Residence Area Type,Rural,RUR,60.94,67.06,81.75,60.94 [67.06 – 81.75],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,NGA,Nigeria,Year,2016,TRUE,Residence Area Type,Total,TOTL,61.73,46.33,114.2,61.73 [46.33 – 114.2],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,TRUE,Residence Area Type,Rural,RUR,61.73,48.46,83.83,61.73 [48.46 – 83.83],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,TRUE,Residence Area Type,Urban,URB,62.05,35.55,108.8,62.05 [35.55 – 108.8],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,TRUE,Residence Area Type,Total,TOTL,62.2,36.01,110.3,62.2 [36.01 – 110.3],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,TRUE,Residence Area Type,Total,TOTL,62.59,55.53,77.2,62.59 [55.53 – 77.2],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,TRUE,Residence Area Type,Urban,URB,62.61,51.68,77.96,62.61 [51.68 – 77.96],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,TRUE,Residence Area Type,Total,TOTL,62.79,53.88,74.26,62.79 [53.88 – 74.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,TRUE,Residence Area Type,Rural,RUR,62.87,36.71,112.4,62.87 [36.71 – 112.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MLI,Mali,Year,2016,TRUE,Residence Area Type,Urban,URB,63.07,32.84,129.4,63.07 [32.84 – 129.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,TRUE,Residence Area Type,Total,TOTL,63.21,52.3,82.02,63.21 [52.3 – 82.02],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,TRUE,Residence Area Type,Urban,URB,63.32,51.92,82.37,63.32 [51.92 – 82.37],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,TRUE,Residence Area Type,Urban,URB,63.61,33.83,116,63.61 [33.83 – 116],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TCD,Chad,Year,2016,TRUE,Residence Area Type,Rural,RUR,63.61,38.9,131,63.61 [38.9 – 131],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MLI,Mali,Year,2016,TRUE,Residence Area Type,Total,TOTL,63.64,35.33,122.9,63.64 [35.33 – 122.9],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,TRUE,Residence Area Type,Urban,URB,63.96,51.81,84.91,63.96 [51.81 – 84.91],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MLI,Mali,Year,2016,TRUE,Residence Area Type,Rural,RUR,64.04,38.55,114.4,64.04 [38.55 – 114.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,TRUE,Residence Area Type,Urban,URB,64.13,54.5,74.88,64.13 [54.5 – 74.88],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TCD,Chad,Year,2016,TRUE,Residence Area Type,Total,TOTL,64.27,39.6,137.1,64.27 [39.6 – 137.1],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CMR,Cameroon,Year,2016,TRUE,Residence Area Type,Urban,URB,64.27,47.96,102.9,64.27 [47.96 – 102.9],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,TRUE,Residence Area Type,Urban,URB,64.97,58.43,80.85,64.97 [58.43 – 80.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CMR,Cameroon,Year,2016,TRUE,Residence Area Type,Total,TOTL,65.42,48.18,107.9,65.42 [48.18 – 107.9],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CMR,Cameroon,Year,2016,TRUE,Residence Area Type,Rural,RUR,66.63,47.32,116.7,66.63 [47.32 – 116.7],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,TRUE,Residence Area Type,Rural,RUR,66.73,48.78,94.63,66.73 [48.78 – 94.63],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TCD,Chad,Year,2016,TRUE,Residence Area Type,Urban,URB,66.75,38.77,162.4,66.75 [38.77 – 162.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IND,India,Year,2016,TRUE,Residence Area Type,Total,TOTL,68.76,74.18,88.96,68.76 [74.18 – 88.96],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,AUS,Australia,Year,2016,TRUE,Residence Area Type,Total,TOTL,7.14,6.29,8.68,7.14 [6.29 – 8.68],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,IRL,Ireland,Year,2016,TRUE,Residence Area Type,Rural,RUR,7.28,6.7,8.1,7.28 [6.7 – 8.1],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,AUS,Australia,Year,2016,TRUE,Residence Area Type,Urban,URB,7.29,6.4,8.89,7.29 [6.4 – 8.89],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,PRT,Portugal,Year,2016,TRUE,Residence Area Type,Rural,RUR,7.3,6.85,7.7,7.3 [6.85 – 7.7],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,USA,United States of America,Year,2016,TRUE,Residence Area Type,Total,TOTL,7.43,7.35,7.58,7.43 [7.35 – 7.58],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,TRUE,Residence Area Type,Urban,URB,7.44,5.97,9.36,7.44 [5.97 – 9.36],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,TRUE,Residence Area Type,Total,TOTL,7.51,6.07,9.45,7.51 [6.07 – 9.45],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,NOR,Norway,Year,2016,TRUE,Residence Area Type,Urban,URB,7.64,7.09,8.04,7.64 [7.09 – 8.04],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,USA,United States of America,Year,2016,TRUE,Residence Area Type,Urban,URB,7.67,7.59,7.84,7.67 [7.59 – 7.84],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,PRT,Portugal,Year,2016,TRUE,Residence Area Type,Total,TOTL,7.69,7.47,8.07,7.69 [7.47 – 8.07],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,TRUE,Residence Area Type,Rural,RUR,7.8,6.24,9.82,7.8 [6.24 – 9.82],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ESP,Spain,Year,2016,TRUE,Residence Area Type,Rural,RUR,7.97,7.94,8.53,7.97 [7.94 – 8.53],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,AND,Andorra,Year,2016,TRUE,Residence Area Type,Rural,RUR,7.99,6.67,9.49,7.99 [6.67 – 9.49],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MRT,Mauritania,Year,2016,TRUE,Residence Area Type,Rural,RUR,70.81,38.66,143.1,70.81 [38.66 – 143.1],,,EN,2021-05-06T23:00:00.000Z
