IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PER,Peru,Year,2016,TRUE,Residence Area Type,Total,TOTL,30.46,24.48,40.81,30.46 [24.48 – 40.81],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,GTM,Guatemala,Year,2016,TRUE,Residence Area Type,Total,TOTL,30.47,23.01,40.14,30.47 [23.01 – 40.14],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,TRUE,Residence Area Type,Total,TOTL,30.66,24.77,37.79,30.66 [24.77 – 37.79],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2016,TRUE,Residence Area Type,Urban,URB,30.69,26.71,33.33,30.69 [26.71 – 33.33],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,TRUE,Residence Area Type,Urban,URB,30.7,24.78,37.8,30.7 [24.78 – 37.8],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ZMB,Zambia,Year,2016,TRUE,Residence Area Type,Total,TOTL,30.79,19.25,51.22,30.79 [19.25 – 51.22],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,GTM,Guatemala,Year,2016,TRUE,Residence Area Type,Urban,URB,30.88,24.73,38.29,30.88 [24.73 – 38.29],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ETH,Ethiopia,Year,2016,TRUE,Residence Area Type,Urban,URB,31.11,22.09,47.7,31.11 [22.09 – 47.7],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ZMB,Zambia,Year,2016,TRUE,Residence Area Type,Rural,RUR,31.45,19.42,52.33,31.45 [19.42 – 52.33],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,TRUE,Residence Area Type,Rural,RUR,31.6,17.66,66.79,31.6 [17.66 – 66.79],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ETH,Ethiopia,Year,2016,TRUE,Residence Area Type,Total,TOTL,31.85,22.2,50.09,31.85 [22.2 – 50.09],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,TRUE,Residence Area Type,Urban,URB,31.88,28.98,34.12,31.88 [28.98 – 34.12],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ETH,Ethiopia,Year,2016,TRUE,Residence Area Type,Rural,RUR,32.13,22.28,50.36,32.13 [22.28 – 50.36],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,TRUE,Residence Area Type,Urban,URB,32.48,23.75,48.85,32.48 [23.75 – 48.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,TRUE,Residence Area Type,Urban,URB,32.76,28.19,37.27,32.76 [28.19 – 37.27],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,TRUE,Residence Area Type,Rural,RUR,33.02,28.53,39.08,33.02 [28.53 – 39.08],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,TRUE,Residence Area Type,Total,TOTL,33.15,28.58,39.01,33.15 [28.58 – 39.01],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,TRUE,Residence Area Type,Total,TOTL,33.2,28.64,38.9,33.2 [28.64 – 38.9],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,TRUE,Residence Area Type,Urban,URB,33.26,18.63,55.87,33.26 [18.63 – 55.87],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,TRUE,Residence Area Type,Total,TOTL,33.27,23.59,51.75,33.27 [23.59 – 51.75],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PER,Peru,Year,2016,TRUE,Residence Area Type,Urban,URB,33.32,29.19,40.66,33.32 [29.19 – 40.66],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2016,TRUE,Residence Area Type,Urban,URB,33.64,31.48,37.65,33.64 [31.48 – 37.65],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,TRUE,Residence Area Type,Urban,URB,33.68,31.93,39.16,33.68 [31.93 – 39.16],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,TRUE,Residence Area Type,Urban,URB,33.73,29.24,40.69,33.73 [29.24 – 40.69],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ARM,Armenia,Year,2016,TRUE,Residence Area Type,Total,TOTL,33.84,24.47,51.88,33.84 [24.47 – 51.88],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,TRUE,Residence Area Type,Urban,URB,33.86,18.86,71.21,33.86 [18.86 – 71.21],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,DZA,Algeria,Year,2016,TRUE,Residence Area Type,Urban,URB,34.13,21.4,57.54,34.13 [21.4 – 57.54],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,TRUE,Residence Area Type,Total,TOTL,34.45,33.06,42.21,34.45 [33.06 – 42.21],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SSD,South Sudan,Year,2016,TRUE,Residence Area Type,Urban,URB,34.57,22.16,57.52,34.57 [22.16 – 57.52],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SSD,South Sudan,Year,2016,TRUE,Residence Area Type,Total,TOTL,34.75,22.17,57.85,34.75 [22.17 – 57.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SSD,South Sudan,Year,2016,TRUE,Residence Area Type,Rural,RUR,34.77,22.2,57.91,34.77 [22.2 – 57.91],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,TRUE,Residence Area Type,Total,TOTL,34.86,19.99,76.11,34.86 [19.99 – 76.11],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,TRUE,Residence Area Type,Rural,RUR,35.02,33.49,44.14,35.02 [33.49 – 44.14],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,TRUE,Residence Area Type,Rural,RUR,35.07,27.2,50.33,35.07 [27.2 – 50.33],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,DZA,Algeria,Year,2016,TRUE,Residence Area Type,Total,TOTL,35.18,23.11,60.4,35.18 [23.11 – 60.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,TRUE,Residence Area Type,Rural,RUR,35.34,23.8,59.21,35.34 [23.8 – 59.21],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ERI,Eritrea,Year,2016,TRUE,Residence Area Type,Urban,URB,35.35,17.42,70.84,35.35 [17.42 – 70.84],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,TRUE,Residence Area Type,Urban,URB,35.58,29.71,46.85,35.58 [29.71 – 46.85],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BDI,Burundi,Year,2016,TRUE,Residence Area Type,Rural,RUR,36.56,19.98,64.77,36.56 [19.98 – 64.77],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,TRUE,Residence Area Type,Rural,RUR,36.64,27.94,50.07,36.64 [27.94 – 50.07],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BDI,Burundi,Year,2016,TRUE,Residence Area Type,Total,TOTL,36.81,19.95,66.35,36.81 [19.95 – 66.35],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Turkey,Year,2016,TRUE,Residence Area Type,Urban,URB,36.88,33.45,43,36.88 [33.45 – 43],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,TRUE,Residence Area Type,Urban,URB,36.9,39.67,50.29,36.9 [39.67 – 50.29],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ERI,Eritrea,Year,2016,TRUE,Residence Area Type,Total,TOTL,37.02,18.5,69.32,37.02 [18.5 – 69.32],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Turkey,Year,2016,TRUE,Residence Area Type,Total,TOTL,37.21,33.53,43.14,37.21 [33.53 – 43.14],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BDI,Burundi,Year,2016,TRUE,Residence Area Type,Urban,URB,37.25,19.82,69.77,37.25 [19.82 – 69.77],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,TRUE,Residence Area Type,Rural,RUR,37.28,29.25,52,37.28 [29.25 – 52],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,AGO,Angola,Year,2016,TRUE,Residence Area Type,Rural,RUR,37.36,23.28,64.4,37.36 [23.28 – 64.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,TRUE,Residence Area Type,Total,TOTL,37.43,32.18,50.76,37.43 [32.18 – 50.76],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,TRUE,Residence Area Type,Total,TOTL,37.57,34.16,47.44,37.57 [34.16 – 47.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,TRUE,Residence Area Type,Rural,RUR,37.68,32.78,46.72,37.68 [32.78 – 46.72],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,ERI,Eritrea,Year,2016,TRUE,Residence Area Type,Rural,RUR,37.69,18.9,68.99,37.69 [18.9 – 68.99],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TUR,Turkey,Year,2016,TRUE,Residence Area Type,Rural,RUR,37.73,33.35,43.28,37.73 [33.35 – 43.28],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,TRUE,Residence Area Type,Urban,URB,38.22,19.75,87.29,38.22 [19.75 – 87.29],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,AGO,Angola,Year,2016,TRUE,Residence Area Type,Total,TOTL,38.29,22.61,67.74,38.29 [22.61 – 67.74],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,TRUE,Residence Area Type,Total,TOTL,38.34,19.83,83.71,38.34 [19.83 – 83.71],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,TRUE,Residence Area Type,Urban,URB,38.38,24.41,63.13,38.38 [24.41 – 63.13],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,TRUE,Residence Area Type,Rural,RUR,38.5,19.61,85.11,38.5 [19.61 – 85.11],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BEN,Benin,Year,2016,TRUE,Residence Area Type,Urban,URB,38.8,26.26,56.93,38.8 [26.26 – 56.93],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,TRUE,Residence Area Type,Total,TOTL,38.89,29.3,52.96,38.89 [29.3 – 52.96],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,TRUE,Residence Area Type,Total,TOTL,39,25.09,63.25,39 [25.09 – 63.25],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,TRUE,Residence Area Type,Rural,RUR,39.17,25.37,62.41,39.17 [25.37 – 62.41],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,RWA,Rwanda,Year,2016,TRUE,Residence Area Type,Urban,URB,39.42,19.37,69.18,39.42 [19.37 – 69.18],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,DZA,Algeria,Year,2016,TRUE,Residence Area Type,Rural,RUR,39.57,26.46,69.37,39.57 [26.46 – 69.37],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,RWA,Rwanda,Year,2016,TRUE,Residence Area Type,Total,TOTL,39.7,19.84,69.41,39.7 [19.84 – 69.41],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,TRUE,Residence Area Type,Urban,URB,39.74,29.27,54.54,39.74 [29.27 – 54.54],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,RWA,Rwanda,Year,2016,TRUE,Residence Area Type,Rural,RUR,39.83,19.97,69.52,39.83 [19.97 – 69.52],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CAN,Canada,Year,2016,TRUE,Residence Area Type,Rural,RUR,4.93,4.8,5.19,4.93 [4.8 – 5.19],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,TRUE,Residence Area Type,Urban,URB,40.26,22.59,78.88,40.26 [22.59 – 78.88],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,AGO,Angola,Year,2016,TRUE,Residence Area Type,Urban,URB,40.32,21.91,75.78,40.32 [21.91 – 75.78],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GAB,Gabon,Year,2016,TRUE,Residence Area Type,Rural,RUR,40.38,22.9,75.74,40.38 [22.9 – 75.74],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GAB,Gabon,Year,2016,TRUE,Residence Area Type,Total,TOTL,40.81,23.59,70.16,40.81 [23.59 – 70.16],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,TRUE,Residence Area Type,Urban,URB,41.33,27.48,64.77,41.33 [27.48 – 64.77],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,TRUE,Residence Area Type,Total,TOTL,41.46,24.62,78.11,41.46 [24.62 – 78.11],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GAB,Gabon,Year,2016,TRUE,Residence Area Type,Urban,URB,41.51,22.18,74.06,41.51 [22.18 – 74.06],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COG,Congo,Year,2016,TRUE,Residence Area Type,Rural,RUR,41.67,26.22,80.07,41.67 [26.22 – 80.07],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,UGA,Uganda,Year,2016,TRUE,Residence Area Type,Rural,RUR,41.96,29.78,60.9,41.96 [29.78 – 60.9],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,TRUE,Residence Area Type,Rural,RUR,42.04,28.29,71.77,42.04 [28.29 – 71.77],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,TRUE,Residence Area Type,Rural,RUR,42.12,25.13,79.37,42.12 [25.13 – 79.37],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BEN,Benin,Year,2016,TRUE,Residence Area Type,Total,TOTL,42.17,29.78,72.44,42.17 [29.78 – 72.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,TRUE,Residence Area Type,Urban,URB,42.24,30.07,61.53,42.24 [30.07 – 61.53],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,CHN,China,Year,2016,TRUE,Residence Area Type,Rural,RUR,42.43,42.68,47.12,42.43 [42.68 – 47.12],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,TRUE,Residence Area Type,Total,TOTL,42.5,29.53,70.72,42.5 [29.53 – 70.72],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,UGA,Uganda,Year,2016,TRUE,Residence Area Type,Total,TOTL,42.75,30.67,61.18,42.75 [30.67 – 61.18],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,TRUE,Residence Area Type,Total,TOTL,42.79,31.51,57.67,42.79 [31.51 – 57.67],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COG,Congo,Year,2016,TRUE,Residence Area Type,Total,TOTL,42.88,25.79,78.44,42.88 [25.79 – 78.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CAF,Central African Republic,Year,2016,TRUE,Residence Area Type,Urban,URB,42.9,21.02,84.62,42.9 [21.02 – 84.62],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,TRUE,Residence Area Type,Urban,URB,42.99,25.92,82.26,42.99 [25.92 – 82.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CAF,Central African Republic,Year,2016,TRUE,Residence Area Type,Total,TOTL,43.27,24.4,82.03,43.27 [24.4 – 82.03],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,TRUE,Residence Area Type,Urban,URB,43.35,28.44,74.45,43.35 [28.44 – 74.45],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CAF,Central African Republic,Year,2016,TRUE,Residence Area Type,Rural,RUR,43.45,26.21,79.26,43.45 [26.21 – 79.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,TRUE,Residence Area Type,Total,TOTL,43.69,32.93,67.29,43.69 [32.93 – 67.29],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,TRUE,Residence Area Type,Total,TOTL,43.8,27.75,77.74,43.8 [27.75 – 77.74],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,TRUE,Residence Area Type,Rural,RUR,44.08,28.39,78.74,44.08 [28.39 – 78.74],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,TRUE,Residence Area Type,Rural,RUR,44.38,24.38,82.81,44.38 [24.38 – 82.81],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COG,Congo,Year,2016,TRUE,Residence Area Type,Urban,URB,44.42,21.39,92.26,44.42 [21.39 – 92.26],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,TRUE,Residence Area Type,Total,TOTL,44.47,24.87,82.69,44.47 [24.87 – 82.69],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,TRUE,Residence Area Type,Total,TOTL,44.87,33.67,60.44,44.87 [33.67 – 60.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,TRUE,Residence Area Type,Urban,URB,45.04,24.96,89.08,45.04 [24.96 – 89.08],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TGO,Togo,Year,2016,TRUE,Residence Area Type,Rural,RUR,45.09,30.85,78.44,45.09 [30.85 – 78.44],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BEN,Benin,Year,2016,TRUE,Residence Area Type,Rural,RUR,45.38,30.91,83.4,45.38 [30.91 – 83.4],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TGO,Togo,Year,2016,TRUE,Residence Area Type,Total,TOTL,45.48,31.75,73.5,45.48 [31.75 – 73.5],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ARM,Armenia,Year,2016,TRUE,Residence Area Type,Urban,URB,45.53,30.41,67.63,45.53 [30.41 – 67.63],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,TRUE,Residence Area Type,Rural,RUR,45.72,34.81,70.66,45.72 [34.81 – 70.66],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,UGA,Uganda,Year,2016,TRUE,Residence Area Type,Urban,URB,45.74,33.47,65.02,45.74 [33.47 – 65.02],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,CHN,China,Year,2016,TRUE,Residence Area Type,Total,TOTL,45.76,45.86,50.03,45.76 [45.86 – 50.03],,,EN,2021-05-06T23:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,TRUE,Residence Area Type,Rural,RUR,45.84,34.77,59.82,45.84 [34.77 – 59.82],,,EN,2021-05-06T23:00:00.000Z
